"언어","종류","게시판","idx","제목","카테고리","날짜","본문길이","이미지수","첨부수"
"en","social","social_en","67","Meeting with the Ministry of Education of the Kyrgyz Republic","LUPIC","2023-08-02","952","2","0"
"en","social","social_en","68","Meeting with E-Health Center","LUPIC","2023-08-02","817","2","0"
"en","social","social_en","69","Meeting with KSMA BK-LUPIC delegation","LUPIC","2023-08-02","669","3","0"
"en","social","social_en","7","2018 Summer program","Child Health","2023-02-10","33","2","0"
"en","social","social_en","70","Meeting with the WHO Office in the Kyrgyz Republic","LUPIC","2023-08-02","543","2","0"
"en","social","social_en","72","July 2023 Faculty Development Workshop in Abu Dhabi: Building a Research Capacity!","LUPIC","2023-08-22","1445","1","0"
"en","social","social_en","73","Meeting with the Headquarter of Sigma Theta Tau International","LUPIC","2023-08-22","1690","4","0"
"en","social","social_en","74","The Kyrgyz Republic's very first Bachelor of Nursing degree program has been started!","LUPIC","2023-09-21","779","1","0"
"en","social","social_en","75","Highlights from the October 2023 Faculty Development Workshop!","LUPIC","2023-10-11","2084","3","0"
"en","social","social_en","76","November M&E: Kyrgyz Republic Ministry of Health affiliated EHealth Center, Educator for Health Information System, and Health Care Provider Meetings (FGI) at FMC 5 and 7","LUPIC","2023-11-23","4","3","0"
"en","social","social_en","77","(November 18, 2023) Visiting the 'Republican Hospital of Infectious Disease' and Meeting with the Head Physician and Deputy Chief of Nursing","LUPIC","2023-11-23","145","4","0"
"en","social","social_en","78","(November 19, 2023) Meeting with the Director and Business analysis of the eHealth Center under the Ministry of Health. - Collaboration for National Healthcare Information System","LUPIC","2023-11-23","183","2","0"
"en","social","social_en","79","(November 20, 2023) Visiting the Construction Site of the New Building for the Department of Nursing of I. K. Akhunbaev KSMA.","LUPIC","2023-11-23","130","3","0"
"en","social","social_en","8","Happy Independence Day!","Child Health","2023-02-10","28","1","0"
"en","social","social_en","80","(November 20, 2023) Welcoming Day of our future Nurses - Celebrating the opening of the first BSN program in the Kyrgyz Republic","LUPIC","2023-11-23","133","7","0"
"en","social","social_en","81","(November 20, 2023) The first day of team working of Faculty Development Workshop - Planning Modules and Courses for the BSN program","LUPIC","2023-11-23","137","3","0"
"en","social","social_en","82","(November 20, 2023) Meeting with the Vice rector and Working Group members of MSN Program (MSN: Master’s degree in Nursing)","LUPIC","2023-11-23","130","3","0"
"en","social","social_en","83","(November 21, 2023) Team working #2 of Faculty Development Workshop - Planning Modules and Courses for the BSN program","LUPIC","2023-11-23","123","3","0"
"en","social","social_en","84","(November 21, 2023) Faculty Development Workshop with Faculty members of Department of Nursing - Strategic Planning for Enhancing Infrastructure for Nursing Education and Healthcare Informatics Competencies.","LUPIC","2023-11-23","212","4","0"
"en","social","social_en","85","(November 21, 2023) Team working #3 of Faculty Development Workshop - Planning Modules and Courses for the BSN program","LUPIC","2023-11-23","123","3","0"
"en","social","social_en","86","(November 21, 2023) Team working #4 of Faculty Development Workshop - Planning Modules and Courses for the BSN program","LUPIC","2023-11-30","123","4","0"
"en","social","social_en","87","(November 22, 2023) Meeting with Dean (Faculty of Bioengineering and Nursing) for discussing strategies for student supports","LUPIC","2023-11-30","129","1","0"
"en","social","social_en","88","(November 22, 2023) Faculty Development Workshop #1 with Faculty members Responsible for Nursing Education - Presenting the Plan of Modules and Courses for the BSN Program and Developing Strategies for Improved Nursing Education","LUPIC","2023-11-30","233","5","0"
"en","social","social_en","89","(November 23, 2023) Meeting with the Head of Department of Healthcare Education and Science, Ministry of Health.","LUPIC","2023-11-30","117","3","0"
"en","social","social_en","9","Health week with Bright Kyrgyzstan","Child Health","2023-02-10","261","3","0"
"en","social","social_en","90","(November 23, 2023) Faculty Development Workshop #2 with Faculty members Responsible for Nursing Education - Presenting the Plan of Modules and Courses for the BSN Program and Developing Strategies for Improved Nursing Education","LUPIC","2023-11-30","233","6","0"
"en","social","social_en","91","(November 24, 2023) Workshop and Working Group Meeting: Healthcare National/Sectoral Qualification fr amework Development","LUPIC","2023-11-30","125","5","0"
"en","social","social_en","92","(November 24, 2023) Meeting with the President of Nurse Association of the Kyrgyz Republic","LUPIC","2023-11-30","95","2","0"
"en","social","social_en","93","(January 24th, 2024) Faculty Development Workshop #1 with Faculty members for Nursing Bachelor's Program: 1) Development of Curriculum (Textbooks) 2) Establishment of Evaluation Criteria for Clinical Nursing Skills and Development of Training Videos","LUPIC","2024-01-25","254","4","0"
"en","social","social_en","94","(January 25th, 2024) Faculty Development Workshop #2 with Faculty members: Nursing Teaching and Learning Methods and Enhancement of Research Skills","LUPIC","2024-01-26","242","5","0"
"en","social","social_en","95","Professor Hyunsook Shin (Principal Investigator of BK-LUPIC) Awarded with I.K. Akhunbaev KSMA Memorable Medal","LUPIC","2024-03-28","1081","1","0"
"en","social","social_en","96","(January 30, 2024) Meeting to Initiate the Expansion of the Bachelor of Nursing Program in the Kyrgyz Republic","LUPIC","2024-05-01","1674","2","0"
"en","social","social_en","97","5th International Nursing Forum","LUPIC","2024-05-28","1570","0","0"
"en","social","social_en","98","BK-LUPIC July 2024 Faculty Development Workshop Go for the High! :Leadership, Research, Clinical Teaching Capacity Building","LUPIC","2024-07-17","656","8","0"
"en","social","social_en","99","BK-LUPIC Seminar with Multi-stakeholder Nursing Education Reform: Multi-Level System of Education","LUPIC","2024-07-17","687","7","0"
"ky","social","social_kg","10","Активисттердин тренинги","Коомдук таасир","2023-02-10","29","1","0"
"ky","social","social_kg","100","16 июля, 2020г. прошел онлайн семинар 'Анализ практического курса СД в КГМА' по проекту Улучшение практики сестринского образования в КГМА,","Коомдук таасир","2023-02-14","1030","3","0"
"ky","social","social_kg","101","Вчера, 11 ноября, 2020 состоялся семинар на тему 'Укрепление потенциала практического обучения кафедры сестринского дела КГМА: практическое обучение СД в Республике Корея'.","Коомдук таасир","2023-02-14","1028","4","0"
"ky","social","social_kg","102","Вчера мы приняли участие в V съезде медицинских сестер и акушерок КР, который прошел в Иссык-куле.","GES","2023-02-14","1098","5","0"
"ky","social","social_kg","103","На прошлой неделе во вторник (7 декабря 2021 г.) мы провели круглый стол на тему «Улучшение политики сестринского образования в КР».","GES","2023-02-14","1814","3","0"
"ky","social","social_kg","105","Вас вновь приветствует проект Жаркын Кыргызстан: Поддержка глобального образования (GES)","GES","2023-02-14","898","11","0"
"ky","social","social_kg","106","Мы рады сообщить Вам о завершении проекта 2021г. «Совместное кыргызско-корейское исследование по разработке политики в области сестринского образования в Кыргызской Республике»","GES","2023-02-14","1433","11","0"
"ky","social","social_kg","108","Четвертая Образовательная сессия “Внедрение и планирование эффективной стратегии информационной системы здравоохранения в Кыргызской Республике”","LUPIC","2023-03-28","2004","2","0"
"ky","social","social_kg","11","жыл. Июнь. Кароонун биринчи күнү","Коомдук таасир","2023-02-10","223","2","0"
"ky","social","social_kg","110","5-ая Образовательная сессия 'Образовательная программа подготовки бакалавров по направлению Сестринское дело' прошла 29 марта 2023 года","LUPIC","2023-04-03","1040","2","0"
"ky","social","social_kg","111","Министрлер Кабинетинин чечими: «Медайымдар иши» багыты боюнча бакалавриат жана магистратура","LUPIC","2023-06-07","1874","3","0"
"ky","social","social_kg","112","Продолжается сотрудничество корейско-кыргызской экспертной группы по разработке плана курса новой программы бакалавриата.","LUPIC","2023-06-07","1970","4","0"
"ky","social","social_kg","113","Успешное завершение воркшопа для экспертов Жаркын Кыргызстан-LUPIC!","LUPIC","2023-06-07","1457","8","0"
"ky","social","social_kg","114","Летние интенсивные занятия начались с увлекательного 'Семинара по повышению потенциала преподавателей'!","LUPIC","2023-06-27","925","4","0"
"ky","social","social_kg","115","Встреча с ректоратом КГМА им. И.К Ахунбаева","LUPIC","2023-06-27","832","4","0"
"ky","social","social_kg","116","4-й Международный Форум","LUPIC","2023-06-30","2634","9","0"
"ky","social","social_kg","117","Второй день семинара по повышению квалификации преподавателей","LUPIC","2023-07-28","862","5","0"
"ky","social","social_kg","118","Последний день семинара по повышению квалификации преподавателей","LUPIC","2023-07-28","909","6","0"
"ky","social","social_kg","119","Встреча с Ассоциацией Специалистов Сестринского дела Кыргызской Республики","LUPIC","2023-08-02","952","2","0"
"ky","social","social_kg","12","жыл, июнь. Кароонун экинчи күнү","Коомдук таасир","2023-02-10","131","2","0"
"ky","social","social_kg","120","Встреча с Министерством Образования и науки Кыргызской Республики","LUPIC","2023-08-02","1018","2","0"
"ky","social","social_kg","121","Встреча с Центром Электронного Здравоохранения КР","LUPIC","2023-08-02","898","2","0"
"ky","social","social_kg","122","Встреча с членами проекта Жаркын Кыргызстан-LUPIC от КГМА им. И.К Ахунбаева","LUPIC","2023-08-02","701","3","0"
"ky","social","social_kg","123","Встреча с представительством регионального офиса ВОЗ в Кыргызской Республике","LUPIC","2023-08-02","727","2","0"
"ky","social","social_kg","124","Июль 2023 года. Семинар по повышению квалификации ППС в Абу-Даби: Развитие исследовательского потенциала!","LUPIC","2023-08-22","1615","1","0"
"ky","social","social_kg","125","Встреча с головным офисом Sigma Theta Tau International","LUPIC","2023-08-22","1788","4","0"
"ky","social","social_kg","126","2023-жылдын сентябрь айынан тарта Кыргыз Республикасында медайымдык билим берүүнүн тарыхында чоң жаңылык!!","LUPIC","2023-09-21","692","1","0"
"ky","social","social_kg","127","В октябре 2023 года состоялся Семинар по укреплению исследовательских навыков!","LUPIC","2023-10-13","1586","4","0"
"ky","social","social_kg","128","November M&E: Kyrgyz Republic Ministry of Health affiliated EHealth Center, Educator for Health Information System, and Health Care Provider Meetings (FGI) at FMC 5 and 7","LUPIC","2023-11-23","5","3","0"
"ky","social","social_kg","129","(November 18, 2023) Visiting the 'Republican Hospital of Infectious Disease' and Meeting with the Head Physician and Deputy Chief of Nursing","LUPIC","2023-11-23","146","4","0"
"ky","social","social_kg","13","30.06.2017 Жаркын Кыргызстан командасы үчүн бүгүн жемиштүү күн болду","Коомдук таасир","2023-02-10","558","3","0"
"ky","social","social_kg","130","(November 19, 2023) Meeting with the Director and Business analysis of the eHealth Center under the Ministry of Health. - Collaboration for National Healthcare Information System","LUPIC","2023-11-23","184","2","0"
"ky","social","social_kg","131","(November 20, 2023) Visiting the Construction Site of the New Building for the Department of Nursing of I. K. Akhunbaev KSMA.","LUPIC","2023-11-23","131","3","0"
"ky","social","social_kg","132","(November 20, 2023) Welcoming Day of our future Nurses - Celebrating the opening of the first BSN program in the Kyrgyz Republic","LUPIC","2023-11-23","134","7","0"
"ky","social","social_kg","133","(November 20, 2023) The first day of team working of Faculty Development Workshop - Planning Modules and Courses for the BSN program","LUPIC","2023-11-23","138","3","0"
"ky","social","social_kg","134","(November 20, 2023) Meeting with the Vice rector and Working Group members of MSN Program (MSN: Master’s degree in Nursing)","LUPIC","2023-11-23","129","3","0"
"ky","social","social_kg","135","(November 21, 2023) Team working #2 of Faculty Development Workshop - Planning Modules and Courses for the BSN program","LUPIC","2023-11-23","124","3","0"
"ky","social","social_kg","136","(November 21, 2023) Faculty Development Workshop with Faculty members of Department of Nursing - Strategic Planning for Enhancing Infrastructure for Nursing Education and Healthcare Informatics Competencies.","LUPIC","2023-11-23","213","4","0"
"ky","social","social_kg","137","(November 21, 2023) Team working #3 of Faculty Development Workshop - Planning Modules and Courses for the BSN program","LUPIC","2023-11-23","124","3","0"
"ky","social","social_kg","138","(November 21, 2023) Team working #4 of Faculty Development Workshop - Planning Modules and Courses for the BSN program","LUPIC","2023-11-30","124","4","0"
"ky","social","social_kg","139","(November 22, 2023) Meeting with Dean (Faculty of Bioengineering and Nursing) for discussing strategies for student supports","LUPIC","2023-11-30","130","1","0"
"ky","social","social_kg","14","19.07.2017 Байкоочу мүчөлөрүнүн семинары","Коомдук таасир","2023-02-10","265","1","0"
"ky","social","social_kg","140","(November 22, 2023) Faculty Development Workshop #1 with Faculty members Responsible for Nursing Education - Presenting the Plan of Modules and Courses for the BSN Program and Developing Strategies for Improved Nursing Education","LUPIC","2023-11-30","234","5","0"
"ky","social","social_kg","141","(November 23, 2023) Meeting with the Head of Department of Healthcare Education and Science, Ministry of Health.","LUPIC","2023-11-30","118","3","0"
"ky","social","social_kg","142","(November 23, 2023) Faculty Development Workshop #2 with Faculty members Responsible for Nursing Education - Presenting the Plan of Modules and Courses for the BSN Program and Developing Strategies for Improved Nursing Education","LUPIC","2023-11-30","234","6","0"
"ky","social","social_kg","143","(November 24, 2023) Workshop and Working Group Meeting: Healthcare National/Sectoral Qualification fr amework Development","LUPIC","2023-11-30","126","5","0"
"ky","social","social_kg","144","(November 24, 2023) Meeting with the President of Nurse Association of the Kyrgyz Republic","LUPIC","2023-11-30","96","2","0"
"ky","social","social_kg","146","(January 24th, 2024) Faculty Development Workshop #1 with Faculty members for Nursing Bachelor's Program: 1) Development of Curriculum (Textbooks) 2) Establishment of Evaluation Criteria for Clinical Nursing Skills and Development of Training Videos","LUPIC","2024-01-25","255","4","0"
"ky","social","social_kg","147","(January 25th, 2024) Faculty Development Workshop #2 with Faculty members: Nursing Teaching and Learning Methods and Enhancement of Research Skills","LUPIC","2024-01-26","243","5","0"
"ky","social","social_kg","148","профессор Хенсук Шин (Жаркын Кыргызстан - LUPIC долбоорунун башкы изилдөөчүсү) И.К. Ахунбаев атындагы Кыргыз мамлекеттик медициналык академиясынын Ардак медалы менен сыйланды.","LUPIC","2024-03-28","1224","1","0"
"ky","social","social_kg","149","Стремление к высотам! : Наращивание потенциала в области лидерства, научных исследований и практического преподавания","LUPIC","2024-07-17","162","8","0"
"ky","social","social_kg","15","Акыркы алты ай ичинде талыкпай эмгектенген Жаркын Кыргызстан командасынын мүчөлөрү жоолугуп алты ай аралыгынын иш жыйынтыгын өткөрүштү.","Коомдук таасир","2023-02-10","460","0","0"
"ky","social","social_kg","150","ИЮЛЬ 2024 Семинар “Жаркын Кыргызстан”-LUPIC РЕФОРМЫ В СЕСТРИНСКОМ ОБРАЗОВАНИИ: многоуровневая система подготовки медсестер","LUPIC","2024-07-17","128","7","0"
"ky","social","social_kg","151","BK-LUPIC июльский отчет","LUPIC","2024-07-25","29","0","1"
"ky","social","social_kg","16","жылдын медициналык илимий семинары","Коомдук таасир","2023-02-10","617","2","0"
"ky","social","social_kg","17","Саламаттыкты сактоо активисттердин айлык жоолугушуусу","Коомдук таасир","2023-02-10","356","3","0"
"ky","social","social_kg","18","Мээрмандар жана саламаттыкты сактоо активистердин отчеттук жыйыны","Коомдук таасир","2023-02-10","856","5","0"
"ky","social","social_kg","19","Аткаруу комитетинин айлык жоолугушуусу","Коомдук таасир","2023-02-10","395","4","0"
"ky","social","social_kg","2","Бишкек шаардык саламаттыкты сактоо департаментинин башки адиси (медициналык жардамды уюштуруу болуму) Кочорбаева Гульназ Бопинаевна менен жолугуп проект тууралуу суйлошуу","Коомдук таасир","2023-02-10","189","3","0"
"ky","social","social_kg","20","Коомдук саламаттыкты сактоо кызматкерлеринин кезектеги отуруму","Коомдук таасир","2023-02-10","435","2","0"
"ky","social","social_kg","21","аткаруу комитетинин кезектеги сессиясы","Коомдук таасир","2023-02-10","727","2","0"
"ky","social","social_kg","22","Мониторинг жолугушуу","Коомдук таасир","2023-02-10","721","2","0"
"ky","social","social_kg","23","Практика жүзүндө саламаттыкты сактоо окуу процесси","Коомдук таасир","2023-02-10","772","4","0"
"ky","social","social_kg","24","аткаруу комитети менен коомдук саламатыкты сактоо мүчөлөрүнүн кезектеги отуруму","Коомдук таасир","2023-02-10","409","2","0"
"ky","social","social_kg","25","Конкурс здоровья","Коомдук таасир","2023-02-10","293","2","0"
"ky","social","social_kg","26","3х дневный обучающий семинар","Коомдук таасир","2023-02-10","321","3","0"
"ky","social","social_kg","27","Ден соолук сынагы","Коомдук таасир","2023-02-10","1428","3","0"
"ky","social","social_kg","28","Жаркын Кыргызстан 19-декабрьда Кенг Хи Университетинин медициналык борборунда долбоордун бир жылдык жыйынтыгы тууралуу чогулуш өткөрдү","Коомдук таасир","2023-02-10","508","3","0"
"ky","social","social_kg","29","22 декабря состоялась последный день регулярной собрании общественных активистов здравоохранения","Коомдук таасир","2023-02-10","377","2","0"
"ky","social","social_kg","3","'Жаркын Кыргызстан' долбооруна бирге катышчу медициналык колледжине бардык.","Коомдук таасир","2023-02-10","243","4","0"
"ky","social","social_kg","31","UNICEF менен жыйналыш","Коомдук таасир","2023-02-13","543","2","0"
"ky","social","social_kg","32","Жаркын Кыргызстан долбоору 31 январьда байкоочу комитет, аткаруу комитет жана активисттер(лидер апалар) жана башка долбоордун негизки мучөлөру менен биргеликте долбоордун 2-чи жылынын ачылыш жыйналышын өткөрду","Коомдук таасир","2023-02-13","1540","2","0"
"ky","social","social_kg","33","2018 жыл 15-16 февральда Жаркын Кыргызстан долбоорунун негизинде жаны тургузулган балдардын ден соолугун чындоо борборунда 2 кун тренинг откозулду","Коомдук таасир","2023-02-13","434","2","0"
"ky","social","social_kg","34","Кечээ Кыргызстанда 2018жыл 21- февральда 'Эне тил'куну белгиленди","Коомдук таасир","2023-02-13","355","2","0"
"ky","social","social_kg","35","Туура тамактануу жана Кан аздуулук","Коомдук таасир","2023-02-13","118","3","0"
"ky","social","social_kg","36","Ар ай сайын Ак-Өрдө жана Ак-Өргө жаңы конуштарында маалымат топтоо жана талдоо жыйыны өткөрүлүп келет","Коомдук таасир","2023-02-13","500","1","0"
"ky","social","social_kg","37","Бугун 3-майда Ак Орго мектеп окуучулар учун, тренинг болду","Коомдук таасир","2023-02-13","303","0","0"
"ky","social","social_kg","38","'Тишти туура тазалоо, туура кам коруу' боюнча тренинг 03-майда болуп отту...","Коомдук таасир","2023-02-13","134","0","0"
"ky","social","social_kg","39","Ак Орго активисттери менен мед айымдар чогулушу болуп отту...","Коомдук таасир","2023-02-13","67","3","0"
"ky","social","social_kg","4","Кенеш беруу комитетине арналган презентация жана семинар","Коомдук таасир","2023-02-10","353","3","0"
"ky","social","social_kg","40","Кечээ Акордо Акорго Уйбулолук дарыгерлер тобунун мед айым врачтарына 'Баланын физикалык осуусу' темасына лекция окулду","Коомдук таасир","2023-02-13","383","2","0"
"ky","social","social_kg","41","2018-жылдын жайкы программасы башталды","Коомдук таасир","2023-02-13","45","2","0"
"ky","social","social_kg","42","№77 жана №84 орто мектебинде “Жайкы мектеп” башталган күн","Коомдук таасир","2023-02-13","752","3","0"
"ky","social","social_kg","43","2018 эл аралык конференция","Коомдук таасир","2023-02-13","608","3","0"
"ky","social","social_kg","44","Бүгүн эртеден баштап Ак-Ордо, Ак-Өргө активист апалар менен жоолугушу болуп өттү","Коомдук таасир","2023-02-13","578","3","0"
"ky","social","social_kg","45","Ден соолук жарманкеси","Коомдук таасир","2023-02-13","638","3","0"
"ky","social","social_kg","46","Ден соолук жарманкеси","Коомдук таасир","2023-02-13","728","3","0"
"ky","social","social_kg","47","Ак-Өргө жаш балдардын ден соолугун коргоо борборунда апалар үчүн 'апалардын ден соолугу' классы ачылып 'Анемия жана тамак-аш' теманын алкагында лекция өткөрүлдү","Коомдук таасир","2023-02-13","317","2","0"
"ky","social","social_kg","48","~ Ак-Ордо жаңы конушунун активист айымдары кийиз китепчени жазап башташты","Коомдук таасир","2023-02-13","151","3","0"
"ky","social","social_kg","49","Ак Ордо активист эжелердин бугун кийизден колго жасап баштаган биринчи баракчасы...","Коомдук таасир","2023-02-13","123","2","0"
"ky","social","social_kg","5","Аткаруу комитетине (врач, медайымдар жана активисттер)","Коомдук таасир","2023-02-10","366","3","0"
"ky","social","social_kg","50","жөө жүрүш марафону","Коомдук таасир","2023-02-13","262","1","0"
"ky","social","social_kg","51","'Жаркын Кыргызстан' долбоору тууралуу маалымдама","Коомдук таасир","2023-02-13","114","2","0"
"ky","social","social_kg","52","Ден соолук сынагы","Коомдук таасир","2023-02-13","282","1","0"
"ky","social","social_kg","53","Ак-Өргө жаңы конушундагы активист эжелер да кийиз китепчени жазап башташып, ар бир бөлүкчөлөрүн кылдаттык менен жазап жатышат","Коомдук таасир","2023-02-13","285","2","0"
"ky","social","social_kg","54","Бугун проектин негизинде #77, 84 жана 96- орто мектептерде ден соолук жумалыгы башталды.","Коомдук таасир","2023-02-13","237","3","0"
"ky","social","social_kg","55","77-орто мектептин","Коомдук таасир","2023-02-13","280","2","0"
"ky","social","social_kg","56","Ден Соолук сынагына даярдык","Коомдук таасир","2023-02-13","333","2","0"
"ky","social","social_kg","57","Ден Соолук сынагына даярдык","Коомдук таасир","2023-02-13","324","3","0"
"ky","social","social_kg","58","Жаркын Кыргызстан менен үй-бүлө жөө жүрүш күнү. 20-октябрь 2018-жыл","Коомдук таасир","2023-02-13","132","2","0"
"ky","social","social_kg","59","Жаркын Кыргызстан менен 2018-жылдын Ден соолук сынагы","Коомдук таасир","2023-02-13","189","2","0"
"ky","social","social_kg","6","14-апрелде Ак-Өргө конушунун поликлиникасынын жамаатына (өзгөчө медайымдар) балдарды кароо боюнча үйрөтүү өткөрүлдү","Коомдук таасир","2023-02-10","311","3","0"
"ky","social","social_kg","60","жаңы конуштардагы жаш балдардын ден соолугун чыңдоо борборунда 'Биргеликте чоңойткон ден соолугу чын биздин жаш балдар' кыялыбыз оорундалат деген терең ишеничтебиз!","Коомдук таасир","2023-02-13","843","3","0"
"ky","social","social_kg","61","Акордо жана Акоргоо жаны конуштарындагы Жаркын Кыргызстан долбоорунун активист эжелери тигуучу машинга ээ болушту","Коомдук таасир","2023-02-13","265","3","0"
"ky","social","social_kg","62","Дени сак балдар, дени сак келечек","Коомдук таасир","2023-02-13","94","0","0"
"ky","social","social_kg","63","Биздин команданын чогулушу болуп отту 20190127","Коомдук таасир","2023-02-13","123","1","0"
"ky","social","social_kg","64","ЮНИСЕФ менен чогулуш өткөрүп жатабыз...","Коомдук таасир","2023-02-13","54","1","0"
"ky","social","social_kg","65","ЮНИСЕФ","Коомдук таасир","2023-02-13","12","1","0"
"ky","social","social_kg","66","РЦУЗ менен отуп жаткан чогулушу","Коомдук таасир","2023-02-13","38","1","0"
"ky","social","social_kg","67","ЦСМ12 менен чогулушка келдик","Коомдук таасир","2023-02-13","35","1","0"
"ky","social","social_kg","68","КГМА.20190129","Коомдук таасир","2023-02-13","19","1","0"
"ky","social","social_kg","69","Эл аралык айымдар күнүнө арналган иш чаранын аягында Ак-Өргө жаны конушунун активист апалары балдар менен бирге кызыктуу убакыт өткөрө алышты.","Коомдук таасир","2023-02-13","440","0","0"
"ky","social","social_kg","7","6-апрелде 12 - поликлиникада (Центр семейной медицины №12) Ак-Өргө, Ак-Ордо поликлиникасынан келген аткаруу комитетинин мүчөлөрүнүн жыйналышы өттү","Коомдук таасир","2023-02-10","459","5","0"
"ky","social","social_kg","70","Эл аралык айымдар күнүн утурлай Ак-Өргө жаңы конушундагы жаш балдардын ден соолугун коргоо борборунда активист-апалар, мед.","Коомдук таасир","2023-02-13","739","2","0"
"ky","social","social_kg","71","Эл аралык айымдар күнүн утурлай Ак-Ордо жаңы конушундагы жаш балдардын ден соолугун коргоо борборунда активист-апалар, мед.","Коомдук таасир","2023-02-13","733","2","0"
"ky","social","social_kg","72","Ак Ордо жана Ак Оргоонун 5 жашка чейинки балдарын Уй булолук дарыгерлер тобунун короосундагы 'Эне жана бала комплексине' китеп окууга чакырабыз","Коомдук таасир","2023-02-13","268","1","0"
"ky","social","social_kg","73","Ак-Ордо жаңы конушунун активдүү апалары “Китеп билим булагы” иш чарасын ийгиликтүү өткөрүп алышты","Коомдук таасир","2023-02-13","637","0","0"
"ky","social","social_kg","78","2019жыл 1-июнь балдардын эл аралык кунун дуйно жузундо 1949 жылдан бери белгиленсе биздин 'Жаркын Кыргызстан'долбоору Акордо Акорго конуштарында 2017 жылдан бери белгилеп келет.","Коомдук таасир","2023-02-13","470","2","0"
"ky","social","social_kg","79","Бүгүн, 2019-07-07да Жаркын Кыргызстан долбоорунун специалисттер командасы жана 11-чи GLP (Глобалдык лидерлер программасы) командасы Инчон аэропорттон Кыргызстанга сапар алды.","Коомдук таасир","2023-02-13","424","2","0"
"ky","social","social_kg","8","Ак-Ордонун Поликлиникасында (ГСВ) Ак-Өргө, Ак-Ордо конуштарынын активисттеринин (апалардын өкүлдөрү) жыйналышы өткөрүлдү","Коомдук таасир","2023-02-10","658","4","0"
"ky","social","social_kg","80","Кыргызстанга келген Жаркын Кыргызстан проектисинин өкүлдөрү жана мониторинг командасы өз ишин жолугушуулардан баштады!","Коомдук таасир","2023-02-13","124","3","0"
"ky","social","social_kg","81","Жаркын Кыргызстан глобалдык билим берүү","Коомдук таасир","2023-02-13","313","2","0"
"ky","social","social_kg","82","7-чи июль 2019-жыл, КР Саламаттыкты сактоо министирлигинде жыйын","Коомдук таасир","2023-02-13","237","2","0"
"ky","social","social_kg","83","10-чу июль 2019-жыл РЦУЗда жыйын","Коомдук таасир","2023-02-13","160","3","0"
"ky","social","social_kg","84","КГМАда Балдардын ден соолугу жана медайымдык иш окуусу","Коомдук таасир","2023-02-13","265","2","0"
"ky","social","social_kg","85","11-чи июль 2019-жыл Жаркын Кыргызстан жана мониторинг жүргүзүү командасы абдан жемиштүү күн өткөрүштү.","Коомдук таасир","2023-02-13","249","3","0"
"ky","social","social_kg","86","Бүгүн КММАда экинчи ирет семинар өткөрүлдү. Ошондой эле долбоордун жарым жылдык отчету жана консультативдик комитеттин жыйыны болуп өттү.","Коомдук таасир","2023-02-13","275","2","0"
"ky","social","social_kg","87","Маданият алмашуу күнү","Коомдук таасир","2023-02-14","195","2","0"
"ky","social","social_kg","88","Ден соолук жарманкеси","Коомдук таасир","2023-02-14","312","3","0"
"ky","social","social_kg","89","'Балапан' мектеби, Ак-Ордо","Коомдук таасир","2023-02-14","582","0","0"
"ky","social","social_kg","9","Медайымдардын тренинги","Коомдук таасир","2023-02-10","149","3","0"
"ky","social","social_kg","90","Ак-Өргө, 30.08.2019","Коомдук таасир","2023-02-14","212","3","0"
"ky","social","social_kg","91","Обучение по укреплению компетентности в сфере здравоохранения","Коомдук таасир","2023-02-14","513","2","0"
"ky","social","social_kg","92","Ак-Өргө кино күнү","Коомдук таасир","2023-02-14","402","1","0"
"ky","social","social_kg","93","Ден соолук сынагынын алдында макала сынагын жарыялап бир ай ичинде бир нече кызыктуу дил баяндарды ала алдык.","Коомдук таасир","2023-02-14","629","2","0"
"ky","social","social_kg","94","Медициналык кароо, ата-энелерге туура тамактануу, тазалык, ден соолуктун маанилүүлүгү тууралуу түшүндүрүү иш-чараларынын адистери.","Коомдук таасир","2023-02-14","285","2","0"
"ky","social","social_kg","95","Ак-Өргө балдардын ден соолугун коргоо борборунда жемиштүү дем алыш","Коомдук таасир","2023-02-14","242","1","0"
"ky","social","social_kg","96","Ак-Ордонун кичинекей бөбөктөрү 'Балапан' оюн-зоок мектебине келишип өздөрүнүн кылдарын, тилектерин жазып кыял багына чаптапа кетишти.","Коомдук таасир","2023-02-14","325","2","0"
"ky","social","social_kg","97","Ак-Өргө жана Ак-Ордо жаңы конушунда балдардын ден соолугун чыңдоо борборунда быйылкы жыл жемиштүү башталды.","Коомдук таасир","2023-02-14","316","3","0"
"ky","social","social_kg","98","Былпылдак классы","Коомдук таасир","2023-02-14","669","2","0"
"ky","social","social_kg","99","балапаноюнзоокмектеби","Коомдук таасир","2023-02-14","171","2","0"
"ru","social","social_ru","10","Медайымдардын тренинги","Child Health","2023-02-10","150","2","0"
"ru","social","social_ru","100","Наши друзья, лучшее и более инклюзивное партнерство","Child Health","2023-02-14","338","2","0"
"ru","social","social_ru","104","Встреча для партнерства с ЮНИСЕФ","Child Health","2023-02-14","194","1","0"
"ru","social","social_ru","105","Встреча по методологии исследования с исследователями КГМА","Child Health","2023-02-14","193","2","0"
"ru","social","social_ru","106","Балапан","Child Health","2023-02-14","191","2","0"
