"언어","종류","게시판","idx","제목","카테고리","날짜","본문길이","이미지수","첨부수"
"ru","news","news_ru","50","VII МЕЖДУНАРОДНЫЙ ФОРУМ СЕСТРИНСКОГО И АКУШЕРСКОГО ДЕЛА КООРДИНАЦИОННЫЙ СОВЕТ ГЛАВНЫХ ГОСУДАРСТВЕННЫХ СПЕЦИАЛИСТОВ СТРАН ЦЕНТРАЛЬНОЙ АЗИИ ЕВРОПЕЙСКОГО РЕГИОНА ВОЗ","Доска объявлений","2026-04-10","6","1","0"
"ru","news","news_ru","51","[Открыто для всех желающих] VII МЕЖДУНАРОДНЫЙ ФОРУМ СЕСТРИНСКОГО И АКУШЕРСКОГО ДЕЛА!","Доска объявлений","2026-04-21","494","1","1"
"ru","news","news_ru","52","Международный день медицинской сестры — Форум 2026","Зарубежные издательства","2026-06-17","22","1","0"
"ru","news","news_ru","53","[Новости BK-LUPIC] Командировка директора Шин Хенсук в Кыргызстан","Доска объявлений","2026-09-04","781","1","0"
"ru","news","news_ru","54","Заголовок: [Новости BK-LUPIC] Директор Шин Хенсук посетила Посольство Республики Корея в Кыргызской Республике","Доска объявлений","2026-09-04","1453","1","0"
"ru","news","news_ru","55","[Новости BK-LUPIC] Директор Шин Хенсук провела встречу с Управлением медицинского образования и науки Министерства здравоохранения Кыргызской Республики","Доска объявлений","2026-09-04","933","1","0"
"ru","news","news_ru","7","[Доска обьявлений] Официальный сайт «Жаркын Кыргызстан» открыт.","Доска объявлений","2023-02-10","205","1","0"
"ru","news","news_ru","8","[Доска обьявлений] Объявление о приеме аннотаций на международную конференцию 2019","Доска объявлений","2023-02-10","6","1","0"
"ru","news","news_ru","9","[Доска обьявлений] Международная конференция 2019: Здоровье детей и сестринское образование","Доска объявлений","2023-02-10","6","1","0"
"ko","social","social","100","키르기즈스탄 보건부 산하 건강증진센터 면담","Child Health","2023-02-10","103","1","0"
"ko","social","social","101","12번 병원 면담","Child Health","2023-02-10","90","1","0"
"ko","social","social","102","KSMA 간호학과 교수 연구역량강화 워크숍","Child Health","2023-02-10","43","1","0"
"ko","social","social","103","악오르고 및 악오르고 보건소 CHW 모임","Child Health","2023-02-10","37","1","0"
"ko","social","social","104","실행위원회 정기모임","Child Health","2023-02-10","26","1","0"
"ko","social","social","105","2019 사업보고회 및 자문위원회 워크숍","Child Health","2023-02-10","46","3","0"
"ko","social","social","106","세계 여성의 날 행사 (악오르고 보건소)","Child Health","2023-02-10","191","2","0"
"ko","social","social","107","세계 여성의 날 행사 (악오르도 보건소)","Child Health","2023-02-10","192","2","0"
"ko","social","social","108","악오르도 건강증진센터 도서관 운영 시작","Child Health","2023-02-10","21","0","0"
"ko","social","social","109","악오르고 '병아리 놀이학교' 시작","Child Health","2023-02-10","132","0","0"
"ko","social","social","110","악오르도 '병아리 놀이학교' 시작","Child Health","2023-02-10","132","0","0"
"ko","social","social","111","CHW(부모리더) 대상 병아리 놀이학교 프로그램 교육","Child Health","2023-02-10","181","0","0"
"ko","social","social","112","주요 이해관계자 면담","Child Health","2023-02-10","136","3","0"
"ko","social","social","113","KSMA 간호학과 역량강화를 위한 워크숍","GES","2023-02-10","68","1","0"
"ko","social","social","114","간호사-CHW(부모리더) 연계보고회 및 실행위원회 모임","Child Health","2023-02-10","37","1","0"
"ko","social","social","115","스위스개발협력청 산하 MER(의학교육혁신)프로젝트 팀 면담","GES","2023-02-10","92","1","0"
"ko","social","social","116","키르기즈스탄의 어린이날","Child Health","2023-02-10","58","2","0"
"ko","social","social","117","2019 모니터링 및 평가 전문가 사전 준비 워크숍 및 GLP(국제보건 리더십 프로그램)여름 활동 발대식","Child Health","2023-02-10","99","2","0"
"ko","social","social","118","2019 GLP(국제 보건 리더십 프로그램)과 모니터링 및 평가 전문가 여름 출장","Child Health","2023-02-10","146","1","0"
"ko","social","social","119","2019 GLP(국제 보건 리더십 프로그램) 여름 활동 및 BK 사업팀 이해관계자 면담","Child Health","2023-02-10","191","3","0"
"ko","social","social","120","KSMA 간호학과 교수 역량강화 워크숍","GES","2023-02-10","157","2","0"
"ko","social","social","121","키르기즈스탄 보건부 면담","Child Health","2023-02-10","63","1","0"
"ko","social","social","122","키르기즈스탄 보건부 산하 건강증진센터 면담","Child Health","2023-02-10","121","1","0"
"ko","social","social","123","2019 국제 컨퍼런스 '아동건강과 간호교육' 컨퍼런스 개최","Child Health","2023-02-10","2445","3","0"
"ko","social","social","124","2019 모니터링 및 평가 전문가와 이해관계자 면담","Child Health","2023-02-10","122","2","0"
"ko","social","social","125","KSMA 간호학과 교수 역량강화 워크숍","GES","2023-02-10","59","2","0"
"ko","social","social","126","2019 사업 중간보고회 및 자문위원회 모임","Child Health","2023-02-10","95","3","0"
"ko","social","social","127","2019 GLP(국제 보건 리더십 프로그램) 문화교류의 날","Child Health","2023-02-10","150","3","0"
"ko","social","social","128","2019 악오르고 및 악오르고 보건소 Health Fair","Child Health","2023-02-10","143","2","0"
"ko","social","social","129","악오르도 '병아리 놀이학교' 수업","Child Health","2023-02-10","177","0","0"
"ko","social","social","130","악오르고 '병아리 놀이학교' 수업","Child Health","2023-02-10","154","2","0"
"ko","social","social","131","2019 GLP(국제 보건 리더십 프로그램) 유니세프 키르기즈스탄 방문","Child Health","2023-02-10","121","2","0"
"ko","social","social","132","유니세프 키르기즈스탄 면담","Child Health","2023-02-10","288","2","0"
"ko","social","social","133","2019 GLP(국제 보건 리더십 프로그램) 평가보고회","Child Health","2023-02-10","65","2","0"
"ko","social","social","134","보건의료인 역량강화 교육","Child Health","2023-02-10","160","1","0"
"ko","social","social","135","'좋은 부모 그리고 양육' 영화 감상의 날","Child Health","2023-02-10","240","3","0"
"ko","social","social","136","'좋은 부모 그리고 양육' 영화 감상의 날","Child Health","2023-02-10","242","2","0"
"ko","social","social","137","'좋은 부모 그리고 양육' 영화 감상의 날","Child Health","2023-02-10","181","1","0"
"ko","social","social","138","보건의료인 및 CHW(부모리더) 대상 아동의 발달&양육 교육","Child Health","2023-02-10","176","2","0"
"ko","social","social","139","2019 Health Contest","Child Health","2023-02-10","2","2","0"
"ko","social","social","140","자문위원회 워크숍","Child Health","2023-02-10","167","1","0"
"ko","social","social","141","2019 사업 종료 보고회","Child Health","2023-02-10","309","2","0"
"ko","social","social","142","아동건강증진서비스 모니터링","Child Health","2023-02-10","170","3","0"
"ko","social","social","143","간호사-CHW(부모리더) 연계보고회","Child Health","2023-02-10","49","1","0"
"ko","social","social","144","악오르고 펠트북 클래스","Child Health","2023-02-10","21","0","0"
"ko","social","social","145","Congress of Nurses and Midwives","GES","2023-02-10","458","3","0"
"ko","social","social","146","키르기즈 공화국 간호교육 정책개선 전문가 공청회 개최","GES","2023-02-10","369","2","0"
"ko","social","social","147","키르기즈 공화국 간호교육 정책개선안 제안(요구도 조사편)","GES","2023-02-10","462","11","0"
"ko","social","social","148","키르기즈 공화국 간호교육 정책개선안 제안 (개선전략도출 및 제안편)","GES","2023-02-10","552","11","0"
"ko","social","social","149","[Conference Presentation] Quality of parent-child interactions in migrant community","Child Health","2023-02-13","1617","1","1"
"ko","social","social","150","[Research Article] Evaluation of a community-ba sed child (infants and toddlers) health promotion pilot project in a migrant village in Kyrgyzstan","Child Health","2023-02-13","1612","1","1"
"ko","social","social","151","[Research Article] Development of a play toolkit for supporting infant and toddler development in Kyrgyzstan with a focus on the symbolic functioning and fine motor development of infants 6 to 36 months old","Child Health","2023-02-13","1708","1","1"
"ko","social","social","152","[Research Article] Community health needs assessment for a child health promotion program in Kyrgyzstan","Child Health","2023-02-13","1637","1","1"
"ko","social","social","153","[Research Article] Development and usability of a hands-on assessment tool for child health: The HATCH","Child Health","2023-02-13","1430","1","1"
"ko","social","social","154","[Researdh Article] Exploring the unmet needs for creating an enabling environment for nurturing care to promote migrant child health in Bishkek, Kyrgyzstan: A theory-guided community-ba sed participatory action research","Child Health","2023-02-13","1960","1","1"
"ko","social","social","156","[Research Article] Prevalence of Iodine deficiency among school children from New Settlement in Kyrgyzstan","Child Health","2023-02-13","1245","1","1"
"ko","social","social","157","[Conference Presentation] Strategic planning for nursing policy improvement in Kyrgyz Republic: A delphi, global collaborative study","GES","2023-02-13","3059","1","1"
"ko","social","social","158","[Conference Presentation] Needs assessment for nursing professional development in Kyrgyz Republic: A global collaborative work","GES","2023-02-13","3392","1","1"
"ko","social","social","159","[Report] Advancement of nursing education in the Kyrgyz Republic: Policy Suggestion","GES","2023-02-13","6588","1","1"
"ko","social","social","162","제4회 Educational session '키르기즈 공화국의 보건정보시스템 체계화를 위한 효과적인 전략 도출 및 적용 방안' 개최","LUPIC","2023-03-28","643","2","0"
"ko","social","social","164","제 5회 Educational session “키르기즈 공화국 간호학 학사 과정과 간호 직무 표준” 개최","LUPIC","2023-04-03","744","2","2"
"ko","social","social","165","[Research Article] Understanding community health workers’ activities in a community-ba sed child health promotion project in Kyrgyzstan","Child Health","2023-05-16","1953","1","1"
"ko","social","social","166","키르기즈 공화국 간호학과 조산학의 학사 및 대학원 프로그램 도입이 공식 승인되었습니다.","LUPIC","2023-06-07","652","3","0"
"ko","social","social","167","신 교육과정 세부교과운영계획 수립을 위한 한국과 키르기즈 국립의과대학(KSMA) 간호학과 교수간의 협력 팀활동을 진행하였습니다.","LUPIC","2023-06-07","413","4","0"
"ko","social","social","168","Bright Kyrgyzstan – LUPIC 전문가 워크숍이 수행되었습니다!","LUPIC","2023-06-07","676","4","0"
"ko","social","social","170","오늘 Faculty development workshop 과 함께 여름 집중활동이 시작되었습니다!","LUPIC","2023-06-27","341","4","0"
"ko","social","social","171","키르기즈 국립 의과대학 총장단 미팅","LUPIC","2023-06-27","356","4","0"
"ko","social","social","172","제 4회 International Nursing Forum","LUPIC","2023-06-30","1088","9","0"
"ko","social","social","173","Faculty development workshop DAY 2","LUPIC","2023-07-28","374","5","0"
"ko","social","social","174","Faculty development workshop DAY 3","LUPIC","2023-07-28","430","6","0"
"ko","social","social","175","키르기즈 간호협회 미팅","LUPIC","2023-07-31","356","2","0"
"ko","social","social","176","키르기즈 공화국 교육부 미팅","LUPIC","2023-07-31","466","3","0"
"ko","social","social","177","E-Health Center 미팅","LUPIC","2023-07-31","403","2","0"
"ko","social","social","178","I. K. Akhunbaev KSMA BK-LUPIC 대표단 미팅","LUPIC","2023-07-31","323","3","0"
"ko","social","social","179","키르기즈 공화국 WHO 사무소 미팅","LUPIC","2023-07-31","325","2","0"
"ko","social","social","181","연구역량 강화를 위한 July 2023 Faculty Development Workshop 운영!","LUPIC","2023-08-22","734","1","0"
"ko","social","social","182","Sigma Theta Tau International Headquarter 미팅","LUPIC","2023-08-22","881","4","0"
"ko","social","social","183","키르기즈 공화국 간호 학사 학위 과정 신입생 입학 설명회","LUPIC","2023-09-21","314","1","0"
"ko","social","social","184","2023 October Faculty Development Workshop 이 운영되었습니다!","LUPIC","2023-10-11","756","3","0"
"ko","social","social","185","11월 M&E: 키르기즈 공화국 보건부 산하 EHealth Center 보건정보시스템 교육자 및 상급병원(FMC) 5, 7 보건의료인 면담(FGI)","LUPIC","2023-11-23","2","3","0"
"ko","social","social","186","11월 M&E: 이해관계기관 방문 (국립감염병원)","LUPIC","2023-11-23","143","4","0"
"ko","social","social","187","11월 M&E: 이해관계자 면담 (E-Health Center 센터장 Beksultanov Chingiz, Business analyst Tsoi Irsen)","LUPIC","2023-11-23","181","2","0"
"ko","social","social","188","11월 M&E: 간호학과 신축 건물 공사현장 답사","LUPIC","2023-11-23","128","3","0"
"ko","social","social","189","KSMA 4년제 학사과정 신입생 환영의 밤","LUPIC","2023-11-23","131","7","0"
"ko","social","social","190","(November 20, 2023) The first day of team working of Faculty Development Workshop - Planning Modules and Courses for the BSN program","LUPIC","2023-11-23","135","3","0"
"ko","social","social","191","11월 M&E: KSMA 부총장 및 working group 관계자 간호학 석사과정 개발 착수 회의","LUPIC","2023-11-23","126","3","0"
"ko","social","social","192","(November 21, 2023) Team working #2 of Faculty Development Workshop - Planning Modules and Courses for the BSN program","LUPIC","2023-11-23","121","3","0"
"ko","social","social","193","2024 November Faculty workshop: 간호학과 교육환경개선 및 보건정보의료원(미디어랩) 회의","LUPIC","2023-11-23","210","4","0"
"ko","social","social","194","(November 21, 2023) Team working #3 of Faculty Development Workshop - Planning Modules and Courses for the BSN program","LUPIC","2023-11-23","121","3","0"
"ko","social","social","195","(November 21, 2023) Team working #4 of Faculty Development Workshop - Planning Modules and Courses for the BSN program","LUPIC","2023-11-30","121","4","0"
"ko","social","social","196","(November 22, 2023) Meeting with Dean (Faculty of Bioengineering and Nursing) for discussing strategies for student supports","LUPIC","2023-11-30","127","1","0"
"ko","social","social","197","(November 22, 2023) Faculty Development Workshop #1 with Faculty members Responsible for Nursing Education - Presenting the Plan of Modules and Courses for the BSN Program and Developing Strategies for Improved Nursing Education","LUPIC","2023-11-30","231","5","0"
"ko","social","social","198","(November 23, 2023) Meeting with the Head of Department of Healthcare Education and Science, Ministry of Health.","LUPIC","2023-11-30","115","3","0"
"ko","social","social","199","(November 23, 2023) Faculty Development Workshop #2 with Faculty members Responsible for Nursing Education - Presenting the Plan of Modules and Courses for the BSN Program and Developing Strategies for Improved Nursing Education","LUPIC","2023-11-30","231","6","0"
"ko","social","social","200","(November 24, 2023) Workshop and Working Group Meeting: Healthcare National/Sectoral Qualification fr amework Development","LUPIC","2023-11-30","123","5","0"
"ko","social","social","201","(November 24, 2023) Meeting with the President of Nurse Association of the Kyrgyz Republic","LUPIC","2023-11-30","93","2","0"
"ko","social","social","202","(January 24th, 2024) Faculty Development Workshop #1 with Faculty members for Nursing Bachelor's Program: Development of Curriculum(textbooks) and Establishment of Evaluation Criteria for Clinical Nursing Skills and Development of Training Videos","LUPIC","2024-01-25","252","4","0"
"ko","social","social","203","(January 25th, 2024) Faculty Development Workshop #2 with Faculty members: Nursing Teaching and Learning Methods and Enhancement of Research Skills","LUPIC","2024-01-26","240","5","0"
"ko","social","social","204","신현숙 교수(BK-LUPIC 단장), KSMA 훈장 수훈","LUPIC","2024-03-28","478","1","1"
"ko","social","social","206","제 5회 International Nursing Forum","LUPIC","2024-05-28","1410","0","0"
"ko","social","social","207","BK-LUPIC July 2024 Faculty Development Workshop Go for the High! :Leadership, Research, Clinical Teaching Capacity Building","LUPIC","2024-07-17","654","8","0"
"ko","social","social","208","BK-LUPIC Seminar with Multi-stakeholder Nursing Education Reform: Multi-Level System of Education","LUPIC","2024-07-17","685","7","0"
"ko","social","social","209","BK-LUPIC 2024년 5월 국외 출장 보고(2024년 5월 5일~2024년 5월 13일)","LUPIC","2024-07-24","825","0","2"
"ko","social","social","210","2024 BK-LUPIC July Report","LUPIC","2024-07-25","28","0","1"
"ko","social","social","211","경희대 BK-LUPIC, 키르기즈공화국서‘제6회 국제간호포럼’성료","LUPIC","2025-05-26","2262","1","2"
"ko","social","social","212","키르기즈 공화국에서 제7회 국제간호포럼 개최","LUPIC","2026-06-17","2583","1","0"
"ko","social","social","27","2017 사업설명회 및 워크숍","Child Health","2023-02-09","157","2","0"
"ko","social","social","28","비슈케크 보건청 면담","Child Health","2023-02-09","56","1","0"
"ko","social","social","29","비슈케크 간호대학 방문 및 면담","Child Health","2023-02-09","98","3","0"
"ko","social","social","30","실행위원회(보건의료인 및 CHW) 사업설명회","Child Health","2023-02-09","109","4","0"
"ko","social","social","31","악오르고 보건소 보건의료인 아동건강검진 교육","Child Health","2023-02-09","214","3","0"
"ko","social","social","32","실행위원회 모임","Child Health","2023-02-09","273","5","0"
"ko","social","social","33","악오르도 보건소 보건의료인 역량강화 교육","Child Health","2023-02-09","21","0","0"
"ko","social","social","34","악오르도, 악오르고 CHW(부모리더) 모임","Child Health","2023-02-09","316","2","0"
"ko","social","social","35","보건의료인 역량강화 교육","Child Health","2023-02-09","66","1","0"
"ko","social","social","36","1차년(2017) 악오르도 보건소 아동건강검진서비스 개시","Child Health","2023-02-09","104","3","0"
"ko","social","social","37","1차년(2017) 악오르고 보건소 아동건강검진서비스 개시","Child Health","2023-02-09","55","4","0"
"ko","social","social","38","1차년(2017) 모니터링 및 평가 사전준비 전문가 워크숍","Child Health","2023-02-09","257","1","0"
"ko","social","social","39","자문위원회 워크숍","Child Health","2023-02-09","126","1","0"
"ko","social","social","40","1차년(2017) 사업중간보고회","Child Health","2023-02-09","252","0","0"
"ko","social","social","41","KSMA 간호학술 워크숍","Child Health","2023-02-09","280","3","0"
"ko","social","social","42","CHW(부모리더) 정기모임","Child Health","2023-02-09","158","1","0"
"ko","social","social","43","간호사-CHW(부모리더) 연계보고회","Child Health","2023-02-09","247","1","0"
"ko","social","social","44","실행위원회 정기모임","Child Health","2023-02-09","196","1","0"
"ko","social","social","45","2017 GLP(국제보건 리더십 프로그램) 7기","Child Health","2023-02-09","378","0","0"
"ko","social","social","46","CHW(부모리더) 정기모임","Child Health","2023-02-09","145","1","0"
"ko","social","social","47","실행위원회 정기모임","Child Health","2023-02-09","252","1","0"
"ko","social","social","48","악오르도 보건소 아동건강검진서비스 모니터링 회의","Child Health","2023-02-09","257","1","0"
"ko","social","social","49","보건의료인 역량강화 교육","Child Health","2023-02-09","283","1","0"
"ko","social","social","50","실행위원회-CHW(부모리더) 정기모임","Child Health","2023-02-09","136","2","0"
"ko","social","social","51","2017 Health Contest: 건강 그림그리기 대회 및 수기 공모","Child Health","2023-02-09","141","1","0"
"ko","social","social","52","2017 Health Contest: 건강 그림 그리기 및 수기 공모 시상식","Child Health","2023-02-09","526","3","0"
"ko","social","social","53","1차년(2017) 사업 경과 보고 및 2차년(2018) 사업 설명 전문가 워크숍 개최","Child Health","2023-02-09","180","3","0"
"ko","social","social","54","CHW(부모리더) 정기모임","Child Health","2023-02-09","137","2","0"
"ko","social","social","55","자문위원회 모임","Child Health","2023-02-09","38","2","0"
"ko","social","social","56","KSMA 공동연구 세미나 개최","Child Health","2023-02-09","40","1","0"
"ko","social","social","57","77학교 학교장 면담","Child Health","2023-02-09","121","3","0"
"ko","social","social","58","악오르도 보건소 면담 및 아동건강증진센터 공사 점검","Child Health","2023-02-09","114","2","0"
"ko","social","social","59","악오르고 보건소 면담","Child Health","2023-02-09","78","2","0"
"ko","social","social","60","실행위원회-CHW(부모리더) 정기모임","Child Health","2023-02-09","69","2","0"
"ko","social","social","61","유니세프 키르기즈스탄 면담","Child Health","2023-02-09","249","1","0"
"ko","social","social","62","KSMA 공동연구 세미나 및 교수 연구역량강화 워크숍과 2차년 사업 시작","Child Health","2023-02-09","361","2","0"
"ko","social","social","63","악오르도 보건소 아동건강증진센터 개소식","Child Health","2023-02-09","421","2","0"
"ko","social","social","64","2차년(2018) 사업 설명회 및 1차년(2017) 보고회","Child Health","2023-02-09","523","2","0"
"ko","social","social","65","보건의료인 및 CHW(부모리더) 대상 아동 영양 교육","Child Health","2023-02-09","223","2","0"
"ko","social","social","66","키르기즈스탄 모국어의 날 행사","Child Health","2023-02-09","160","1","0"
"ko","social","social","67","CHW(부모리더) 대상 영유아 영양 및 빈혈 관리 교육","Child Health","2023-02-09","73","1","0"
"ko","social","social","68","악오르도 및 악오르고 보건소 보건의료인 모니터링 회의","Child Health","2023-02-09","98","1","0"
"ko","social","social","69","Health Scout 77학교 활동 모습","Child Health","2023-02-09","68","0","0"
"ko","social","social","70","악오르고 보건소 CHW(부모리더)","Child Health","2023-02-09","44","2","0"
"ko","social","social","71","악오르도 보건소 CHW(부모리더)","Child Health","2023-02-09","32","1","0"
"ko","social","social","72","실행위원회 모임","Child Health","2023-02-10","287","1","0"
"ko","social","social","73","KSMA & 12번(상급병원) 실습 간담회 개최","Child Health","2023-02-10","96","1","0"
"ko","social","social","74","키르기즈스탄 어린이날 행사","Child Health","2023-02-10","100","1","0"
"ko","social","social","75","전문가 워크숍","Child Health","2023-02-10","258","1","0"
"ko","social","social","76","악오르도 및 악오르고 보건소 의료인 역량강화 교육","Child Health","2023-02-10","157","2","0"
"ko","social","social","77","2018 국제 컨퍼런스 '아동 건강 및 간호 교육' 개최","Child Health","2023-02-10","2","1","0"
"ko","social","social","78","악오르도 보건소 아동부모대상 피부병 교육","Child Health","2023-02-10","59","1","0"
"ko","social","social","79","2018 여름 활동 시작!","Child Health","2023-02-10","81","1","0"
"ko","social","social","80","2018 여름 활동 첫날","Child Health","2023-02-10","271","3","0"
"ko","social","social","81","2018 여름활동 둘째 날","Child Health","2023-02-10","207","5","0"
"ko","social","social","82","2018 여름활동 셋째날","Child Health","2023-02-10","199","3","0"
"ko","social","social","83","2018 여름활동 넷째날","Child Health","2023-02-10","342","4","0"
"ko","social","social","84","2018 여름활동 다섯째날","Child Health","2023-02-10","253","5","0"
"ko","social","social","85","BK 사업팀 프로젝트 임승주 교수 파견","Child Health","2023-02-10","135","1","0"
"ko","social","social","86","보건의료인 역량강화 교육","Child Health","2023-02-10","58","1","0"
"ko","social","social","87","악오르고 보건소 아동부모대상 '빈혈과 영양' 교육","Child Health","2023-02-10","53","1","0"
"ko","social","social","88","악오르도 CHW(부모리더) 첫 펠트북 제작!","Child Health","2023-02-10","86","2","0"
"ko","social","social","89","2018 Health week: 가족걷기대회와 헬스컨테스트 개최","Child Health","2023-02-10","133","1","0"
"ko","social","social","90","헬스컨테스트 및 가족걷기 대회 행사 준비","Child Health","2023-02-10","178","2","0"
"ko","social","social","91","악오르고&악오르도 지역 가족걷기 대회","Child Health","2023-02-10","51","2","0"
"ko","social","social","92","2018 Health Contest: 건강 주제 그림 그리기 및 수기 공모 시상식","Child Health","2023-02-10","56","2","0"
"ko","social","social","93","악오르고 지역 CHW 펠트북 제작","Child Health","2023-02-10","278","2","0"
"ko","social","social","94","KSMA 지역 사회 간호 실습 교육","Child Health","2023-02-10","138","1","0"
"ko","social","social","95","'좋은 부모 그리고 양육' 영화 감상의 날","Child Health","2023-02-10","158","1","0"
"ko","social","social","96","악오르도 보건소 아동부모대상 '좋은 부모란 무엇인가' 양육 교육","Child Health","2023-02-10","120","1","0"
"ko","social","social","97","악오르고 및 악오르도 보건소 CHW 펠트북 제작","Child Health","2023-02-10","134","1","0"
"ko","social","social","98","2019 모니터링 및 평가 전문가 사전 모임","Child Health","2023-02-10","38","1","0"
"ko","social","social","99","유니세프 키르기즈스탄 면담","Child Health","2023-02-10","52","1","0"
"en","social","social_en","10","Students from School #77","Child Health","2023-02-10","321","2","0"
"en","social","social_en","100","Report on Overseas Business Trip to BK-LUPIC, May 2024 (May 5, 2024 - May 13, 2024)","LUPIC","2024-07-24","1681","0","1"
"en","social","social_en","101","2024 BK-LUPIC July Report","LUPIC","2024-07-25","30","0","1"
"en","social","social_en","11","Family walking day with Bright Kyrgyzstan","Child Health","2023-02-10","59","2","0"
"en","social","social_en","12","'2018 Health Contest with Bright Kyrgyzstan '","Child Health","2023-02-10","174","2","0"
"en","social","social_en","13","Play Kits for Sale","Child Health","2023-02-10","384","3","0"
"en","social","social_en","14","Community Health Nursing Practicum","Child Health","2023-02-10","255","1","0"
"en","social","social_en","15","Engaging the university for community development","Child Health","2023-02-10","373","1","0"
"en","social","social_en","16","Nursing students’ practicum experience","Child Health","2023-02-10","273","1","0"
"en","social","social_en","17","Nursing Now","Child Health","2023-02-10","132","0","0"
"en","social","social_en","18","Collaboration with UNICEF","Child Health","2023-02-10","53","1","0"
"en","social","social_en","19","“The Book is the Source of Knowledge”","Child Health","2023-02-10","634","0","0"
"en","social","social_en","2","CHW(Parents Leader) Training day","Child Health","2023-02-10","36","1","0"
"en","social","social_en","20","'Chick' playschool","Child Health","2023-02-10","299","0","0"
"en","social","social_en","22","'Chick' playschool training session","Child Health","2023-02-10","316","0","0"
"en","social","social_en","23","Health promotion center, Kyrgyz State Medical Academy, #96 primary school, and Ak Orgo polyclinic","Child Health","2023-02-10","300","2","0"
"en","social","social_en","24","UNICEF-Civil Society Partnership","Child Health","2023-02-10","164","1","0"
"en","social","social_en","25","Faculty workshop for nursing education reform","Child Health","2023-02-10","177","3","0"
"en","social","social_en","26","Chick play school","Child Health","2023-02-10","87","3","0"
"en","social","social_en","27","Steering committee monthly meeting","Child Health","2023-02-10","167","2","0"
"en","social","social_en","28","Meeting with Swiss cooperation","Child Health","2023-02-10","122","2","0"
"en","social","social_en","29","Encountering #1 hospital, Lenin district","Child Health","2023-02-10","53","1","0"
"en","social","social_en","3","Advisory committee","Child Health","2023-02-10","89","3","0"
"en","social","social_en","30","Children’s day","Child Health","2023-02-10","408","2","0"
"en","social","social_en","31","Chick playschool, Ak-orgo","Child Health","2023-02-10","85","2","0"
"en","social","social_en","32","Chick playschool, Ak-ordo","Child Health","2023-02-10","570","0","0"
"en","social","social_en","33","Bright Kyrgyzstan - UNICEF MoU","Child Health","2023-02-10","477","2","0"
"en","social","social_en","34","Ak-Orgo Child Health Promotion Center","Child Health","2023-02-10","119","2","0"
"en","social","social_en","35","Health Week","Child Health","2023-02-10","462","3","0"
"en","social","social_en","36","Ak-Orgo Child's Health Promotion Center","Child Health","2023-02-10","292","1","0"
"en","social","social_en","37","CHW regular meeting","Child Health","2023-02-10","204","1","0"
"en","social","social_en","38","Chick play school","Child Health","2023-02-10","304","2","0"
"en","social","social_en","39","Ak-Orgo and Ak-Ordo Health Promotion Center","Child Health","2023-02-10","297","2","0"
"en","social","social_en","4","Collaborative research seminar: KHU-KSMA","Child Health","2023-02-10","80","4","0"
"en","social","social_en","40","'Play kits' class in Ak-Orgo","Child Health","2023-02-10","604","2","0"
"en","social","social_en","41","'Play kits' Class","Child Health","2023-02-10","72","0","0"
"en","social","social_en","42","'Chick Playschool '","Child Health","2023-02-10","178","2","0"
"en","social","social_en","43","Analysis of the practical course of nursing education in KSMA","Child Health","2023-02-10","1160","4","0"
"en","social","social_en","44","Online workshop “Improvement of nursing practicum education in KSMA'","Child Health","2023-02-10","692","4","0"
"en","social","social_en","45","KSMA nursing, Clinical supervisor training","Child Health","2023-02-10","209","4","0"
"en","social","social_en","46","Congress of Nurses and Midwives","GES","2023-02-10","1169","5","0"
"en","social","social_en","47","Meeting with the Ministry of Health","GES","2023-02-10","888","3","0"
"en","social","social_en","49","A strategic suggestion for improving nursing education polices in KR","GES","2023-02-10","871","11","0"
"en","social","social_en","5","Children’s day in Kyrgyzstan","Child Health","2023-02-10","112","3","0"
"en","social","social_en","50","A strategic suggestion for improving nursing education policies in KR","GES","2023-02-10","1096","11","0"
"en","social","social_en","51","Bright Kyrgyzstan Exhibition","Child Health","2023-02-10","215","1","0"
"en","social","social_en","53","The 4th Educational session : Implementation and planning an effective strategy for the health information system in the Kyrgyz Republic","LUPIC","2023-03-28","1254","2","0"
"en","social","social_en","56","The 5th educational session: 'Bachelor's degree program in nursing and Professional Standard of RN'","LUPIC","2023-04-03","1326","2","0"
"en","social","social_en","57","Bachelor's and graduate degree programs in nursing and midwifery granted approval at the state cabinet!","LUPIC","2023-06-07","1762","3","0"
"en","social","social_en","58","Korea-Kyrgyz Expert Team Collaboration for developing course outline of new BSN program in Progress !","LUPIC","2023-06-07","1661","4","0"
"en","social","social_en","59","Successful completion of the Bright Kyrgyzstan - LUPIC Expert Workshop!","LUPIC","2023-06-07","1814","4","0"
"en","social","social_en","6","2018 Bright Kyr. Expert workshop","LUPIC","2023-02-10","87","2","0"
"en","social","social_en","61","The Summer intensive activities have begun with an exciting 'Faculty development workshop'!","LUPIC","2023-06-27","881","4","0"
"en","social","social_en","62","Meeting with the rector and chancellery of I. K. Akhunbaev KSMA","LUPIC","2023-06-27","796","4","0"
"en","social","social_en","63","The 4th International Nursing Forum","LUPIC","2023-06-30","2658","9","0"
"en","social","social_en","64","Faculty development workshop DAY 2","LUPIC","2023-07-28","801","5","0"
"en","social","social_en","65","Faculty development workshop DAY 3","LUPIC","2023-07-28","872","6","0"
"en","social","social_en","66","Meeting with the Kyrgyz Nursing Association","LUPIC","2023-08-02","792","2","0"
