"언어","종류","게시판","idx","번호","카테고리","제목","작성자","등록일","조회"
"ky","social","social_kg","136","127","LUPIC","(November 21, 2023) Faculty Development Workshop with Faculty members of Department of Nursing - Strategic Planning for Enhancing Infrastructure for Nursing Education and Healthcare Informatics Competencies.","관리자","2023-11-23","221"
"ky","social","social_kg","135","126","LUPIC","(November 21, 2023) Team working #2 of Faculty Development Workshop - Planning Modules and Courses for the BSN program","관리자","2023-11-23","130"
"ky","social","social_kg","134","125","LUPIC","(November 20, 2023) Meeting with the Vice rector and Working Group members of MSN Program (MSN: Master’s degree in Nursing)","관리자","2023-11-23","125"
"ky","social","social_kg","133","124","LUPIC","(November 20, 2023) The first day of team working of Faculty Development Workshop - Planning Modules and Courses for the BSN program","관리자","2023-11-23","105"
"ky","social","social_kg","132","123","LUPIC","(November 20, 2023) Welcoming Day of our future Nurses - Celebrating the opening of the first BSN program in the Kyrgyz Republic","관리자","2023-11-23","109"
"ky","social","social_kg","131","122","LUPIC","(November 20, 2023) Visiting the Construction Site of the New Building for the Department of Nursing of I. K. Akhunbaev KSMA.","관리자","2023-11-23","89"
"ky","social","social_kg","130","121","LUPIC","(November 19, 2023) Meeting with the Director and Business analysis of the eHealth Center under the Ministry of Health. - Collaboration for National Healthcare Information System","관리자","2023-11-23","88"
"ky","social","social_kg","129","120","LUPIC","(November 18, 2023) Visiting the 'Republican Hospital of Infectious Disease' and Meeting with the Head Physician and Deputy Chief of Nursing","관리자","2023-11-23","106"
"ky","social","social_kg","128","119","LUPIC","November M&E: Kyrgyz Republic Ministry of Health affiliated EHealth Center, Educator for Health Information System, and Health Care Provider Meetings (FGI) at FMC 5 and 7","관리자","2023-11-23","97"
"ky","social","social_kg","127","118","LUPIC","В октябре 2023 года состоялся Семинар по укреплению исследовательских навыков!","관리자","2023-10-13","99"
"ky","social","social_kg","126","117","LUPIC","2023-жылдын сентябрь айынан тарта Кыргыз Республикасында медайымдык билим берүүнүн тарыхында чоң жаңылык!!","관리자","2023-09-21","98"
"ky","social","social_kg","125","116","LUPIC","Встреча с головным офисом Sigma Theta Tau International","관리자","2023-08-22","99"
"ky","social","social_kg","124","115","LUPIC","Июль 2023 года. Семинар по повышению квалификации ППС в Абу-Даби: Развитие исследовательского потенциала!","관리자","2023-08-22","112"
"ky","social","social_kg","123","114","LUPIC","Встреча с представительством регионального офиса ВОЗ в Кыргызской Республике","관리자","2023-08-02","114"
"ky","social","social_kg","122","113","LUPIC","Встреча с членами проекта Жаркын Кыргызстан-LUPIC от КГМА им. И.К Ахунбаева","관리자","2023-08-02","116"
"ky","social","social_kg","121","112","LUPIC","Встреча с Центром Электронного Здравоохранения КР","관리자","2023-08-02","113"
"ky","social","social_kg","120","111","LUPIC","Встреча с Министерством Образования и науки Кыргызской Республики","관리자","2023-08-02","127"
"ky","social","social_kg","119","110","LUPIC","Встреча с Ассоциацией Специалистов Сестринского дела Кыргызской Республики","관리자","2023-08-02","110"
"ky","social","social_kg","118","109","LUPIC","Последний день семинара по повышению квалификации преподавателей","관리자","2023-07-28","114"
"ky","social","social_kg","117","108","LUPIC","Второй день семинара по повышению квалификации преподавателей","관리자","2023-07-28","95"
"ky","social","social_kg","116","107","LUPIC","4-й Международный Форум","관리자","2023-06-30","105"
"ky","social","social_kg","115","106","LUPIC","Встреча с ректоратом КГМА им. И.К Ахунбаева","관리자","2023-06-27","102"
"ky","social","social_kg","114","105","LUPIC","Летние интенсивные занятия начались с увлекательного 'Семинара по повышению потенциала преподавателей'!","관리자","2023-06-27","112"
"ky","social","social_kg","113","104","LUPIC","Успешное завершение воркшопа для экспертов Жаркын Кыргызстан-LUPIC!","관리자","2023-06-07","115"
"ky","social","social_kg","112","103","LUPIC","Продолжается сотрудничество корейско-кыргызской экспертной группы по разработке плана курса новой программы бакалавриата.","관리자","2023-06-07","104"
"ky","social","social_kg","111","102","LUPIC","Министрлер Кабинетинин чечими: «Медайымдар иши» багыты боюнча бакалавриат жана магистратура","관리자","2023-06-07","125"
"ky","social","social_kg","110","101","LUPIC","5-ая Образовательная сессия 'Образовательная программа подготовки бакалавров по направлению Сестринское дело' прошла 29 марта 2023 года","관리자","2023-04-03","108"
"ky","social","social_kg","108","100","LUPIC","Четвертая Образовательная сессия “Внедрение и планирование эффективной стратегии информационной системы здравоохранения в Кыргызской Республике”","관리자","2023-03-28","138"
"ky","social","social_kg","106","99","GES","Мы рады сообщить Вам о завершении проекта 2021г. «Совместное кыргызско-корейское исследование по разработке политики в области сестринского образования в Кыргызской Республике»","관리자","2023-02-14","195"
"ky","social","social_kg","105","98","GES","Вас вновь приветствует проект Жаркын Кыргызстан: Поддержка глобального образования (GES)","관리자","2023-02-14","219"
"ky","social","social_kg","103","97","GES","На прошлой неделе во вторник (7 декабря 2021 г.) мы провели круглый стол на тему «Улучшение политики сестринского образования в КР».","관리자","2023-02-14","218"
"ky","social","social_kg","102","96","GES","Вчера мы приняли участие в V съезде медицинских сестер и акушерок КР, который прошел в Иссык-куле.","관리자","2023-02-14","240"
"ky","social","social_kg","101","95","Коомдук таасир","Вчера, 11 ноября, 2020 состоялся семинар на тему 'Укрепление потенциала практического обучения кафедры сестринского дела КГМА: практическое обучение СД в Республике Корея'.","관리자","2023-02-14","228"
"ky","social","social_kg","100","94","Коомдук таасир","16 июля, 2020г. прошел онлайн семинар 'Анализ практического курса СД в КГМА' по проекту Улучшение практики сестринского образования в КГМА,","관리자","2023-02-14","235"
"ky","social","social_kg","99","93","Коомдук таасир","балапаноюнзоокмектеби","관리자","2023-02-14","237"
"ky","social","social_kg","98","92","Коомдук таасир","Былпылдак классы","관리자","2023-02-14","241"
"ky","social","social_kg","97","91","Коомдук таасир","Ак-Өргө жана Ак-Ордо жаңы конушунда балдардын ден соолугун чыңдоо борборунда быйылкы жыл жемиштүү башталды.","관리자","2023-02-14","231"
"ky","social","social_kg","96","90","Коомдук таасир","Ак-Ордонун кичинекей бөбөктөрү 'Балапан' оюн-зоок мектебине келишип өздөрүнүн кылдарын, тилектерин жазып кыял багына чаптапа кетишти.","관리자","2023-02-14","240"
"ky","social","social_kg","95","89","Коомдук таасир","Ак-Өргө балдардын ден соолугун коргоо борборунда жемиштүү дем алыш","관리자","2023-02-14","234"
"ky","social","social_kg","94","88","Коомдук таасир","Медициналык кароо, ата-энелерге туура тамактануу, тазалык, ден соолуктун маанилүүлүгү тууралуу түшүндүрүү иш-чараларынын адистери.","관리자","2023-02-14","224"
"ky","social","social_kg","93","87","Коомдук таасир","Ден соолук сынагынын алдында макала сынагын жарыялап бир ай ичинде бир нече кызыктуу дил баяндарды ала алдык.","관리자","2023-02-14","250"
"ky","social","social_kg","92","86","Коомдук таасир","Ак-Өргө кино күнү","관리자","2023-02-14","234"
"ky","social","social_kg","91","85","Коомдук таасир","Обучение по укреплению компетентности в сфере здравоохранения","관리자","2023-02-14","125"
"ky","social","social_kg","90","84","Коомдук таасир","Ак-Өргө, 30.08.2019","관리자","2023-02-14","125"
"ky","social","social_kg","89","83","Коомдук таасир","'Балапан' мектеби, Ак-Ордо","관리자","2023-02-14","104"
"ky","social","social_kg","88","82","Коомдук таасир","Ден соолук жарманкеси","관리자","2023-02-14","114"
"ky","social","social_kg","87","81","Коомдук таасир","Маданият алмашуу күнү","관리자","2023-02-14","120"
"ky","social","social_kg","86","80","Коомдук таасир","Бүгүн КММАда экинчи ирет семинар өткөрүлдү. Ошондой эле долбоордун жарым жылдык отчету жана консультативдик комитеттин жыйыны болуп өттү.","관리자","2023-02-13","122"
"ky","social","social_kg","85","79","Коомдук таасир","11-чи июль 2019-жыл Жаркын Кыргызстан жана мониторинг жүргүзүү командасы абдан жемиштүү күн өткөрүштү.","관리자","2023-02-13","120"
"ky","social","social_kg","84","78","Коомдук таасир","КГМАда Балдардын ден соолугу жана медайымдык иш окуусу","관리자","2023-02-13","109"
"ky","social","social_kg","83","77","Коомдук таасир","10-чу июль 2019-жыл РЦУЗда жыйын","관리자","2023-02-13","113"
"ky","social","social_kg","82","76","Коомдук таасир","7-чи июль 2019-жыл, КР Саламаттыкты сактоо министирлигинде жыйын","관리자","2023-02-13","113"
"ky","social","social_kg","81","75","Коомдук таасир","Жаркын Кыргызстан глобалдык билим берүү","관리자","2023-02-13","134"
"ky","social","social_kg","80","74","Коомдук таасир","Кыргызстанга келген Жаркын Кыргызстан проектисинин өкүлдөрү жана мониторинг командасы өз ишин жолугушуулардан баштады!","관리자","2023-02-13","124"
"ky","social","social_kg","79","73","Коомдук таасир","Бүгүн, 2019-07-07да Жаркын Кыргызстан долбоорунун специалисттер командасы жана 11-чи GLP (Глобалдык лидерлер программасы) командасы Инчон аэропорттон Кыргызстанга сапар алды.","관리자","2023-02-13","119"
"ky","social","social_kg","78","72","Коомдук таасир","2019жыл 1-июнь балдардын эл аралык кунун дуйно жузундо 1949 жылдан бери белгиленсе биздин 'Жаркын Кыргызстан'долбоору Акордо Акорго конуштарында 2017 жылдан бери белгилеп келет.","관리자","2023-02-13","120"
"ky","social","social_kg","73","71","Коомдук таасир","Ак-Ордо жаңы конушунун активдүү апалары “Китеп билим булагы” иш чарасын ийгиликтүү өткөрүп алышты","관리자","2023-02-13","135"
"ky","social","social_kg","72","70","Коомдук таасир","Ак Ордо жана Ак Оргоонун 5 жашка чейинки балдарын Уй булолук дарыгерлер тобунун короосундагы 'Эне жана бала комплексине' китеп окууга чакырабыз","관리자","2023-02-13","215"
"ky","social","social_kg","71","69","Коомдук таасир","Эл аралык айымдар күнүн утурлай Ак-Ордо жаңы конушундагы жаш балдардын ден соолугун коргоо борборунда активист-апалар, мед.","관리자","2023-02-13","130"
"ky","social","social_kg","70","68","Коомдук таасир","Эл аралык айымдар күнүн утурлай Ак-Өргө жаңы конушундагы жаш балдардын ден соолугун коргоо борборунда активист-апалар, мед.","관리자","2023-02-13","147"
"ky","social","social_kg","69","67","Коомдук таасир","Эл аралык айымдар күнүнө арналган иш чаранын аягында Ак-Өргө жаны конушунун активист апалары балдар менен бирге кызыктуу убакыт өткөрө алышты.","관리자","2023-02-13","144"
"ky","social","social_kg","68","66","Коомдук таасир","КГМА.20190129","관리자","2023-02-13","132"
"ky","social","social_kg","67","65","Коомдук таасир","ЦСМ12 менен чогулушка келдик","관리자","2023-02-13","121"
"ky","social","social_kg","66","64","Коомдук таасир","РЦУЗ менен отуп жаткан чогулушу","관리자","2023-02-13","138"
"ky","social","social_kg","65","63","Коомдук таасир","ЮНИСЕФ","관리자","2023-02-13","122"
"ky","social","social_kg","64","62","Коомдук таасир","ЮНИСЕФ менен чогулуш өткөрүп жатабыз...","관리자","2023-02-13","135"
"ky","social","social_kg","63","61","Коомдук таасир","Биздин команданын чогулушу болуп отту 20190127","관리자","2023-02-13","123"
"ky","social","social_kg","62","60","Коомдук таасир","Дени сак балдар, дени сак келечек","관리자","2023-02-13","140"
"ky","social","social_kg","61","59","Коомдук таасир","Акордо жана Акоргоо жаны конуштарындагы Жаркын Кыргызстан долбоорунун активист эжелери тигуучу машинга ээ болушту","관리자","2023-02-13","131"
"ky","social","social_kg","60","58","Коомдук таасир","жаңы конуштардагы жаш балдардын ден соолугун чыңдоо борборунда 'Биргеликте чоңойткон ден соолугу чын биздин жаш балдар' кыялыбыз оорундалат деген терең ишеничтебиз!","관리자","2023-02-13","110"
"ky","social","social_kg","59","57","Коомдук таасир","Жаркын Кыргызстан менен 2018-жылдын Ден соолук сынагы","관리자","2023-02-13","132"
"ky","social","social_kg","58","56","Коомдук таасир","Жаркын Кыргызстан менен үй-бүлө жөө жүрүш күнү. 20-октябрь 2018-жыл","관리자","2023-02-13","106"
"ky","social","social_kg","57","55","Коомдук таасир","Ден Соолук сынагына даярдык","관리자","2023-02-13","97"
"ky","social","social_kg","56","54","Коомдук таасир","Ден Соолук сынагына даярдык","관리자","2023-02-13","114"
"ky","social","social_kg","55","53","Коомдук таасир","77-орто мектептин","관리자","2023-02-13","126"
"ky","social","social_kg","54","52","Коомдук таасир","Бугун проектин негизинде #77, 84 жана 96- орто мектептерде ден соолук жумалыгы башталды.","관리자","2023-02-13","114"
"ky","social","social_kg","53","51","Коомдук таасир","Ак-Өргө жаңы конушундагы активист эжелер да кийиз китепчени жазап башташып, ар бир бөлүкчөлөрүн кылдаттык менен жазап жатышат","관리자","2023-02-13","127"
"ky","social","social_kg","52","50","Коомдук таасир","Ден соолук сынагы","관리자","2023-02-13","112"
"ky","social","social_kg","51","49","Коомдук таасир","'Жаркын Кыргызстан' долбоору тууралуу маалымдама","관리자","2023-02-13","122"
"ky","social","social_kg","50","48","Коомдук таасир","жөө жүрүш марафону","관리자","2023-02-13","112"
"ky","social","social_kg","49","47","Коомдук таасир","Ак Ордо активист эжелердин бугун кийизден колго жасап баштаган биринчи баракчасы...","관리자","2023-02-13","123"
"ky","social","social_kg","48","46","Коомдук таасир","~ Ак-Ордо жаңы конушунун активист айымдары кийиз китепчени жазап башташты","관리자","2023-02-13","110"
"ky","social","social_kg","47","45","Коомдук таасир","Ак-Өргө жаш балдардын ден соолугун коргоо борборунда апалар үчүн 'апалардын ден соолугу' классы ачылып 'Анемия жана тамак-аш' теманын алкагында лекция өткөрүлдү","관리자","2023-02-13","111"
"ky","social","social_kg","46","44","Коомдук таасир","Ден соолук жарманкеси","관리자","2023-02-13","111"
"ky","social","social_kg","45","43","Коомдук таасир","Ден соолук жарманкеси","관리자","2023-02-13","114"
"ky","social","social_kg","44","42","Коомдук таасир","Бүгүн эртеден баштап Ак-Ордо, Ак-Өргө активист апалар менен жоолугушу болуп өттү","관리자","2023-02-13","120"
"ky","social","social_kg","43","41","Коомдук таасир","2018 эл аралык конференция","관리자","2023-02-13","132"
"ky","social","social_kg","42","40","Коомдук таасир","№77 жана №84 орто мектебинде “Жайкы мектеп” башталган күн","관리자","2023-02-13","141"
"ky","social","social_kg","41","39","Коомдук таасир","2018-жылдын жайкы программасы башталды","관리자","2023-02-13","121"
"ky","social","social_kg","40","38","Коомдук таасир","Кечээ Акордо Акорго Уйбулолук дарыгерлер тобунун мед айым врачтарына 'Баланын физикалык осуусу' темасына лекция окулду","관리자","2023-02-13","126"
"ky","social","social_kg","39","37","Коомдук таасир","Ак Орго активисттери менен мед айымдар чогулушу болуп отту...","관리자","2023-02-13","125"
"ky","social","social_kg","38","36","Коомдук таасир","'Тишти туура тазалоо, туура кам коруу' боюнча тренинг 03-майда болуп отту...","관리자","2023-02-13","147"
"ky","social","social_kg","37","35","Коомдук таасир","Бугун 3-майда Ак Орго мектеп окуучулар учун, тренинг болду","관리자","2023-02-13","116"
"ky","social","social_kg","36","34","Коомдук таасир","Ар ай сайын Ак-Өрдө жана Ак-Өргө жаңы конуштарында маалымат топтоо жана талдоо жыйыны өткөрүлүп келет","관리자","2023-02-13","111"
"ky","social","social_kg","35","33","Коомдук таасир","Туура тамактануу жана Кан аздуулук","관리자","2023-02-13","108"
"ky","social","social_kg","34","32","Коомдук таасир","Кечээ Кыргызстанда 2018жыл 21- февральда 'Эне тил'куну белгиленди","관리자","2023-02-13","113"
"ky","social","social_kg","33","31","Коомдук таасир","2018 жыл 15-16 февральда Жаркын Кыргызстан долбоорунун негизинде жаны тургузулган балдардын ден соолугун чындоо борборунда 2 кун тренинг откозулду","관리자","2023-02-13","125"
"ky","social","social_kg","32","30","Коомдук таасир","Жаркын Кыргызстан долбоору 31 январьда байкоочу комитет, аткаруу комитет жана активисттер(лидер апалар) жана башка долбоордун негизки мучөлөру менен биргеликте долбоордун 2-чи жылынын ачылыш жыйналышын өткөрду","관리자","2023-02-13","124"
"ky","social","social_kg","31","29","Коомдук таасир","UNICEF менен жыйналыш","관리자","2023-02-13","111"
"ky","social","social_kg","29","28","Коомдук таасир","22 декабря состоялась последный день регулярной собрании общественных активистов здравоохранения","관리자","2023-02-10","90"
"ky","social","social_kg","28","27","Коомдук таасир","Жаркын Кыргызстан 19-декабрьда Кенг Хи Университетинин медициналык борборунда долбоордун бир жылдык жыйынтыгы тууралуу чогулуш өткөрдү","관리자","2023-02-10","79"
"ky","social","social_kg","27","26","Коомдук таасир","Ден соолук сынагы","관리자","2023-02-10","147"
"ky","social","social_kg","26","25","Коомдук таасир","3х дневный обучающий семинар","관리자","2023-02-10","107"
"ky","social","social_kg","25","24","Коомдук таасир","Конкурс здоровья","관리자","2023-02-10","97"
"ky","social","social_kg","24","23","Коомдук таасир","аткаруу комитети менен коомдук саламатыкты сактоо мүчөлөрүнүн кезектеги отуруму","관리자","2023-02-10","107"
"ky","social","social_kg","23","22","Коомдук таасир","Практика жүзүндө саламаттыкты сактоо окуу процесси","관리자","2023-02-10","116"
"ky","social","social_kg","22","21","Коомдук таасир","Мониторинг жолугушуу","관리자","2023-02-10","91"
"ky","social","social_kg","21","20","Коомдук таасир","аткаруу комитетинин кезектеги сессиясы","관리자","2023-02-10","90"
"ky","social","social_kg","20","19","Коомдук таасир","Коомдук саламаттыкты сактоо кызматкерлеринин кезектеги отуруму","관리자","2023-02-10","94"
"ky","social","social_kg","19","18","Коомдук таасир","Аткаруу комитетинин айлык жоолугушуусу","관리자","2023-02-10","104"
"ky","social","social_kg","18","17","Коомдук таасир","Мээрмандар жана саламаттыкты сактоо активистердин отчеттук жыйыны","관리자","2023-02-10","101"
"ky","social","social_kg","17","16","Коомдук таасир","Саламаттыкты сактоо активисттердин айлык жоолугушуусу","관리자","2023-02-10","102"
"ky","social","social_kg","16","15","Коомдук таасир","жылдын медициналык илимий семинары","관리자","2023-02-10","101"
"ky","social","social_kg","15","14","Коомдук таасир","Акыркы алты ай ичинде талыкпай эмгектенген Жаркын Кыргызстан командасынын мүчөлөрү жоолугуп алты ай аралыгынын иш жыйынтыгын өткөрүштү.","관리자","2023-02-10","116"
"ky","social","social_kg","14","13","Коомдук таасир","19.07.2017 Байкоочу мүчөлөрүнүн семинары","관리자","2023-02-10","98"
"ky","social","social_kg","13","12","Коомдук таасир","30.06.2017 Жаркын Кыргызстан командасы үчүн бүгүн жемиштүү күн болду","관리자","2023-02-10","116"
"ky","social","social_kg","12","11","Коомдук таасир","жыл, июнь. Кароонун экинчи күнү","관리자","2023-02-10","109"
"ky","social","social_kg","11","10","Коомдук таасир","жыл. Июнь. Кароонун биринчи күнү","관리자","2023-02-10","120"
"ky","social","social_kg","10","9","Коомдук таасир","Активисттердин тренинги","관리자","2023-02-10","97"
"ky","social","social_kg","9","8","Коомдук таасир","Медайымдардын тренинги","관리자","2023-02-10","111"
"ky","social","social_kg","8","7","Коомдук таасир","Ак-Ордонун Поликлиникасында (ГСВ) Ак-Өргө, Ак-Ордо конуштарынын активисттеринин (апалардын өкүлдөрү) жыйналышы өткөрүлдү","관리자","2023-02-10","133"
"ky","social","social_kg","7","6","Коомдук таасир","6-апрелде 12 - поликлиникада (Центр семейной медицины №12) Ак-Өргө, Ак-Ордо поликлиникасынан келген аткаруу комитетинин мүчөлөрүнүн жыйналышы өттү","관리자","2023-02-10","128"
"ky","social","social_kg","6","5","Коомдук таасир","14-апрелде Ак-Өргө конушунун поликлиникасынын жамаатына (өзгөчө медайымдар) балдарды кароо боюнча үйрөтүү өткөрүлдү","관리자","2023-02-10","124"
"ky","social","social_kg","5","4","Коомдук таасир","Аткаруу комитетине (врач, медайымдар жана активисттер)","관리자","2023-02-10","136"
"ky","social","social_kg","4","3","Коомдук таасир","Кенеш беруу комитетине арналган презентация жана семинар","관리자","2023-02-10","165"
"ky","social","social_kg","3","2","Коомдук таасир","'Жаркын Кыргызстан' долбооруна бирге катышчу медициналык колледжине бардык.","관리자","2023-02-10","145"
"ky","social","social_kg","2","1","Коомдук таасир","Бишкек шаардык саламаттыкты сактоо департаментинин башки адиси (медициналык жардамды уюштуруу болуму) Кочорбаева Гульназ Бопинаевна менен жолугуп проект тууралуу суйлошуу","관리자","2023-02-10","172"
"ru","social","social_ru","194","175","LUPIC","Кёнхидэский университет BK-LUPIC успешно провёл VI Международный форум сестринского дела в Кыргызской Республике","관리자","2025-05-26","268"
"ru","social","social_ru","193","174","LUPIC","BK-LUPIC июльский отчет","관리자","2024-07-25","192"
"ru","social","social_ru","192","173","LUPIC","ИЮЛЬ 2024 Семинар “Жаркын Кыргызстан”-LUPIC РЕФОРМЫ В СЕСТРИНСКОМ ОБРАЗОВАНИИ: многоуровневая система подготовки медсестер","관리자","2024-07-17","183"
"ru","social","social_ru","191","172","LUPIC","Стремление к высотам! : Наращивание потенциала в области лидерства, научных исследований и практического преподавания","관리자","2024-07-17","196"
"ru","social","social_ru","190","171","LUPIC","30. JAN 2024. Совещание по усовершенствованию учебной программы бакалавриата по сестринскому делу в Кыргызской Республике","관리자","2024-05-01","465"
"ru","social","social_ru","189","170","LUPIC","Профессор Хёнсук Шин (главный исследователь BK-LUPIC) награждена Почетной медалью КГМА имени И.К. Ахунбаева","관리자","2024-03-28","406"
"ru","social","social_ru","188","169","LUPIC","(January 25th, 2024) Faculty Development Workshop #2 with Faculty members: Nursing Teaching and Learning Methods and Enhancement of Research Skills","관리자","2024-01-26","900"
"ru","social","social_ru","187","168","LUPIC","(January 24th, 2024) Faculty Development Workshop #1 with Faculty members for Nursing Bachelor's Program: 1) Development of Curriculum (Textbooks) 2) Establishment of Evaluation Criteria for Clinical Nursing Skills and Development of Training Videos","관리자","2024-01-25","595"
"ru","social","social_ru","186","167","LUPIC","(November 24, 2023) Meeting with the President of Nurse Association of the Kyrgyz Republic","관리자","2023-11-30","558"
"ru","social","social_ru","185","166","LUPIC","(November 24, 2023) Workshop and Working Group Meeting: Healthcare National/Sectoral Qualification fr amework Development","관리자","2023-11-30","387"
"ru","social","social_ru","184","165","LUPIC","(November 23, 2023) Faculty Development Workshop #2 with Faculty members Responsible for Nursing Education - Presenting the Plan of Modules and Courses for the BSN Program and Developing Strategies for Improved Nursing Education","관리자","2023-11-30","512"
"ru","social","social_ru","183","164","LUPIC","(November 23, 2023) Meeting with the Head of Department of Healthcare Education and Science, Ministry of Health.","관리자","2023-11-30","470"
"ru","social","social_ru","182","163","LUPIC","(November 22, 2023) Faculty Development Workshop #1 with Faculty members Responsible for Nursing Education - Presenting the Plan of Modules and Courses for the BSN Program and Developing Strategies for Improved Nursing Education","관리자","2023-11-30","302"
"ru","social","social_ru","181","162","LUPIC","(November 22, 2023) Meeting with Dean (Faculty of Bioengineering and Nursing) for discussing strategies for student supports","관리자","2023-11-30","271"
"ru","social","social_ru","180","161","LUPIC","(November 21, 2023) Team working #4 of Faculty Development Workshop - Planning Modules and Courses for the BSN program","관리자","2023-11-30","267"
"ru","social","social_ru","179","160","LUPIC","(November 21, 2023) Team working #3 of Faculty Development Workshop - Planning Modules and Courses for the BSN program","관리자","2023-11-23","274"
"ru","social","social_ru","178","159","LUPIC","(November 21, 2023) Faculty Development Workshop with Faculty members of Department of Nursing - Strategic Planning for Enhancing Infrastructure for Nursing Education and Healthcare Informatics Competencies.","관리자","2023-11-23","183"
"ru","social","social_ru","177","158","LUPIC","(November 21, 2023) Team working #2 of Faculty Development Workshop - Planning Modules and Courses for the BSN program","관리자","2023-11-23","122"
"ru","social","social_ru","176","157","LUPIC","(November 20, 2023) Meeting with the Vice rector and Working Group members of MSN Program (MSN: Master’s degree in Nursing)","관리자","2023-11-23","97"
"ru","social","social_ru","175","156","LUPIC","(November 20, 2023) The first day of team working of Faculty Development Workshop - Planning Modules and Courses for the BSN program","관리자","2023-11-23","93"
"ru","social","social_ru","174","155","LUPIC","(November 20, 2023) Welcoming Day of our future Nurses - Celebrating the opening of the first BSN program in the Kyrgyz Republic","관리자","2023-11-23","98"
"ru","social","social_ru","173","154","LUPIC","(November 20, 2023) Visiting the Construction Site of the New Building for the Department of Nursing of I. K. Akhunbaev KSMA.","관리자","2023-11-23","106"
"ru","social","social_ru","172","153","LUPIC","(November 19, 2023) Meeting with the Director and Business analysis of the eHealth Center under the Ministry of Health. - Collaboration for National Healthcare Information System","관리자","2023-11-23","107"
"ru","social","social_ru","171","152","LUPIC","(November 18, 2023) Visiting the 'Republican Hospital of Infectious Disease' and Meeting with the Head Physician and Deputy Chief of Nursing","관리자","2023-11-23","153"
"ru","social","social_ru","170","151","LUPIC","November M&E: Kyrgyz Republic Ministry of Health affiliated EHealth Center, Educator for Health Information System, and Health Care Provider Meetings (FGI) at FMC 5 and 7-","관리자","2023-11-23","93"
"ru","social","social_ru","169","150","LUPIC","В октябре 2023 года состоялся Семинар по укреплению исследовательских навыков!","관리자","2023-10-12","131"
"ru","social","social_ru","168","149","LUPIC","Встреча с головным офисом Sigma Theta Tau International","관리자","2023-08-22","127"
"ru","social","social_ru","167","148","LUPIC","Июль 2023 года. Семинар по повышению квалификации ППС в Абу-Даби: Развитие исследовательского потенциала!","관리자","2023-08-22","132"
"ru","social","social_ru","165","147","LUPIC","Встреча с представительством регионального офиса ВОЗ в Кыргызской Республике","관리자","2023-08-02","118"
"ru","social","social_ru","164","146","LUPIC","Встреча с членами проекта Жаркын Кыргызстан-LUPIC от КГМА им. И.К Ахунбаева","관리자","2023-08-02","111"
"ru","social","social_ru","163","145","LUPIC","Встреча с Центром Электронного Здравоохранения КР","관리자","2023-08-02","119"
"ru","social","social_ru","162","144","LUPIC","Встреча с Министерством Образования и науки Кыргызской Республики","관리자","2023-08-02","115"
"ru","social","social_ru","161","143","LUPIC","Встреча с Ассоциацией Специалистов Сестринского дела Кыргызской Республики","관리자","2023-08-02","147"
"ru","social","social_ru","160","142","LUPIC","Последний день семинара по повышению квалификации преподавателей","관리자","2023-07-28","136"
"ru","social","social_ru","159","141","LUPIC","Второй день семинара по повышению квалификации преподавателей","관리자","2023-07-28","151"
"ru","social","social_ru","158","140","LUPIC","4-й Международный Форум Сестринского Дела","관리자","2023-06-30","189"
"ru","social","social_ru","157","139","LUPIC","Встреча с ректоратом КГМА им. И.К Ахунбаева","관리자","2023-06-27","156"
"ru","social","social_ru","156","138","LUPIC","Летние интенсивные занятия начались с увлекательного 'Семинара по повышению потенциала преподавателей'!","관리자","2023-06-27","132"
"ru","social","social_ru","154","137","LUPIC","Успешное завершение воркшопа для экспертов Жаркын Кыргызстан-LUPIC!","관리자","2023-06-07","177"
"ru","social","social_ru","153","136","LUPIC","Продолжается сотрудничество корейско-кыргызской экспертной группы по разработке плана курса новой программы бакалавриата.","관리자","2023-06-07","319"
"ru","social","social_ru","152","135","LUPIC","Решение Кабинета министров: Программа бакалавриата и магистратуры по направлению 'Сестринское дело'","관리자","2023-06-07","122"
"ru","social","social_ru","151","134","LUPIC","5-ая Образовательная сессия 'Образовательная программа подготовки бакалавров по направлению Сестринское дело' прошла 29 марта 2023 года","관리자","2023-04-03","176"
"ru","social","social_ru","149","133","LUPIC","Четвертая Образовательная сессия “Внедрение и планирование эффективной стратегии информационной системы здравоохранения в Кыргызской Республике”","관리자","2023-03-28","211"
"ru","social","social_ru","146","132","GES","Мы рады сообщить Вам о завершении проекта 2021г. «Совместное кыргызско-корейское исследование по разработке политики в области сестринского образования в Кыргызской Республике»","관리자","2023-02-16","262"
"ru","social","social_ru","145","131","GES","Вас вновь приветствует проект Жаркын Кыргызстан: Поддержка глобального образования (GES)","관리자","2023-02-16","287"
"ru","social","social_ru","144","130","GES","Мы рады поделится с Вами новостями Жаркын Кыргызстан GES!","관리자","2023-02-16","265"
"ru","social","social_ru","143","129","GES","Вчера мы приняли участие в V съезде медицинских сестер и акушерок КР, который прошел в Иссык-куле","관리자","2023-02-16","258"
"ru","social","social_ru","141","128","Child Health","Укрепление потенциала практического обучения кафедры сестринского дела КГМА: практическое обучение СД в Республике Корея","관리자","2023-02-14","264"
"ru","social","social_ru","140","127","Child Health","Анализ практического курса СД в КГМА","관리자","2023-02-14","298"
